Employee_ID,Name,Age,Gender,Department,Position,Years_at_Company,Salary,Education_Level,Performance_Score,Marital_Status,Has_Children,Working_Hours_per_Week,Remote_Work,Sick_Days_in_Last_Year,Promotion_Last_5_Years,Left_Company,Work_Life_Balance_Score,Job_Satisfaction_Score,Previous_Employer_Count,Favorite_Color,Hobby,Estimated_Annual_Bonus
1070,Ali,33.0,Male,IT,Senior,37,,PhD,3,Married,False,33,True,11,True,False,4,5,7,Green,Traveling,
1071,Ali,58.0,Male,Finance,Manager,37,,High School,1,Married,False,49,True,10,True,True,2,1,8,Black,Music,
1072,Ayşe,35.0,Female,Marketing,Junior,14,142056.0,Bachelor,3,Married,True,21,False,14,False,True,4,5,1,Green,Traveling,14015.378563218861
1073,Ayşe,39.0,Male,IT,Intern,38,91894.0,Master,1,Divorced,False,32,False,3,True,False,7,3,1,Red,Sports,9253.051208823528
1074,Mehmet,19.0,Male,IT,Team Lead,5,109634.0,High School,2,Single,True,59,False,11,True,True,3,1,7,Black,Gaming,16090.263175008888
1075,Ahmet,38.0,Male,IT,Junior,28,105794.0,Master,2,Married,True,47,False,9,True,True,6,4,5,Black,Sports,7849.411247146589
1076,Ali,53.0,Male,Operations,Junior,36,49385.0,Master,4,Divorced,False,50,True,1,False,True,2,5,1,Green,Music,5982.877202362286
1077,Emine,61.0,Male,Marketing,Intern,18,134303.0,Master,2,Married,True,31,True,14,False,False,2,1,9,Green,Sports,15283.499335022436
1078,Ahmet,56.0,Male,IT,Intern,0,100610.0,Master,4,Married,False,32,False,11,True,False,1,2,4,Blue,Traveling,14749.358689674113
1079,Emine,64.0,Male,IT,Senior,20,120544.0,Bachelor,2,Married,True,22,True,8,True,False,2,6,5,Blue,Reading,12881.974304957688
1080,Ahmet,56.0,Female,Finance,Intern,38,117468.0,Bachelor,2,Married,True,48,True,7,True,True,7,2,5,Red,Traveling,7128.232981154352
1081,Mehmet,46.0,Female,IT,Intern,17,50731.0,Bachelor,4,Single,False,49,False,4,False,False,5,2,9,Yellow,Music,7509.547274197563
1082,Ali,43.0,Male,IT,Intern,26,,Bachelor,1,Married,False,31,False,7,True,True,4,8,6,Green,Gaming,
1083,Ali,38.0,Female,Sales,Team Lead,27,108619.0,Bachelor,1,Married,True,40,False,5,True,False,7,8,3,Blue,Sports,8569.508578997897
1084,Fatma,34.0,Male,Marketing,Junior,7,91258.0,PhD,1,Single,False,21,True,0,False,True,9,4,2,Yellow,Music,8168.497685613429
1085,Emine,33.0,Female,Sales,Junior,30,,PhD,3,Single,False,35,False,7,False,True,8,3,2,White,Sports,
1086,Ahmet,48.0,Male,Operations,Intern,11,102586.0,High School,3,Married,True,51,True,4,False,True,2,2,3,Red,Music,5203.964446823749
1087,Ahmet,26.0,Male,Finance,Senior,5,117862.0,Master,2,Single,True,47,False,2,True,False,1,8,0,Green,Sports,15837.238730340106
1088,Elif,48.0,Female,Sales,Intern,25,,PhD,2,Single,False,28,False,10,False,True,9,2,9,White,Traveling,
1089,Elif,31.0,Male,Operations,Senior,15,106685.0,Bachelor,2,Single,True,36,False,0,False,True,3,8,0,Black,Reading,13277.499277762055
1090,Ayşe,54.0,Female,HR,Junior,29,73745.0,Master,4,Single,True,38,True,11,True,True,9,1,6,Green,Traveling,3784.247386017694
1091,Fatma,19.0,Male,Marketing,Senior,18,103948.0,Bachelor,3,Married,True,26,True,7,True,True,7,5,1,Black,Traveling,15136.377359665687
1092,Hüseyin,63.0,Male,IT,Senior,17,122272.0,Bachelor,3,Divorced,True,55,True,5,False,False,6,9,5,Blue,Sports,6211.795380782273
1093,Elif,31.0,Male,Sales,Manager,23,143812.0,High School,1,Divorced,False,59,False,11,True,True,3,6,5,Green,Gaming,16908.78307616971
1094,Hüseyin,50.0,Male,Sales,Senior,19,116575.0,Master,3,Married,False,20,False,14,False,False,3,7,2,White,Music,5840.796028060104
1095,Ayşe,52.0,Female,IT,Senior,6,117097.0,Bachelor,4,Divorced,False,55,False,6,True,False,1,1,4,Black,Traveling,9413.273948743223
1096,Ayşe,56.0,Male,IT,Team Lead,6,56820.0,Bachelor,4,Single,False,58,False,2,True,True,5,8,5,White,Gaming,7101.251106847419
1097,Ayşe,64.0,Female,Finance,Junior,15,50192.0,High School,4,Divorced,True,20,False,11,False,True,5,6,9,Yellow,Traveling,7231.350971958173
1098,Emine,37.0,Female,Sales,Intern,13,86968.0,Master,4,Married,True,43,False,9,False,True,1,1,5,White,Traveling,4575.3436425949185
1099,Emine,19.0,Male,Sales,Manager,11,70642.0,PhD,2,Divorced,True,29,False,7,False,True,7,1,3,Green,Traveling,9366.549930032796
1100,Mehmet,58.0,Male,HR,Senior,28,78145.0,Master,4,Married,True,30,True,2,True,True,8,6,1,White,Gaming,7599.899444544847
1101,Mehmet,36.0,Female,Operations,Team Lead,14,145467.0,Bachelor,1,Divorced,False,57,True,14,True,True,2,9,1,Green,Traveling,15763.354874009998
1102,Ayşe,54.0,Female,HR,Team Lead,7,81414.0,PhD,4,Single,True,41,True,4,False,False,8,9,3,Black,Gaming,7393.631300637625
1103,Fatma,35.0,Male,Sales,Intern,38,70653.0,High School,3,Single,False,50,False,5,True,False,1,3,4,Black,Traveling,5906.56589263351
1104,Ahmet,33.0,Female,HR,Intern,8,67499.0,High School,4,Single,False,20,True,12,True,True,1,3,1,Yellow,Traveling,4610.10318166572
1105,Emine,21.0,Female,Sales,Junior,27,80191.0,Bachelor,1,Divorced,True,30,True,7,True,True,5,1,7,Yellow,Reading,6906.0058691569675
1106,Fatma,29.0,Female,Marketing,Senior,26,143316.0,Master,3,Divorced,True,25,False,11,True,False,8,8,9,Black,Reading,19894.04968996733
1107,Ali,46.0,Male,Finance,Team Lead,6,126915.0,Bachelor,3,Divorced,True,36,False,12,True,True,9,8,4,Red,Sports,7447.808533101639
1108,Emine,24.0,Female,HR,Manager,13,119875.0,Master,3,Single,True,33,True,4,False,True,7,3,6,Yellow,Traveling,17554.98914117316
1109,Emine,31.0,Female,Sales,Junior,10,135870.0,High School,2,Divorced,True,51,True,0,False,True,8,7,5,Green,Reading,8776.082656570561
1110,Mehmet,29.0,Female,HR,Senior,31,,Bachelor,3,Divorced,True,39,True,0,True,False,5,8,5,Yellow,Gaming,
1111,Ahmet,52.0,Female,Operations,Intern,27,109896.0,Bachelor,2,Married,False,23,True,12,True,False,6,6,2,Yellow,Gaming,11486.1875141694
1112,Ahmet,22.0,Male,Finance,Senior,5,125632.0,PhD,4,Single,True,58,True,10,False,True,7,3,9,Blue,Reading,18837.925272994053
1113,Elif,34.0,Male,Marketing,Intern,34,80540.0,Bachelor,1,Divorced,False,41,False,5,False,False,9,4,2,Black,Reading,10421.320944483814
1114,Hüseyin,59.0,Female,IT,Senior,5,127574.0,Master,3,Married,False,48,True,12,True,False,3,7,1,Blue,Sports,11727.193431413401
1115,Hüseyin,49.0,Female,IT,Manager,23,86314.0,PhD,4,Married,False,56,True,13,True,False,7,7,0,Green,Sports,11178.30854257051
1116,Hüseyin,27.0,Female,HR,Junior,8,136423.0,Master,2,Married,False,32,True,9,False,True,1,3,6,Black,Reading,18198.66531148925
1117,Hüseyin,60.0,Male,Sales,Intern,1,99044.0,PhD,2,Single,False,34,False,10,False,False,9,6,9,Black,Traveling,7297.79821931649
1118,Ali,34.0,Male,Operations,Manager,37,97654.0,High School,1,Married,True,54,True,5,True,False,6,5,9,White,Sports,5340.094734132974
1119,Ali,22.0,Female,Finance,Team Lead,13,91127.0,Master,4,Single,True,44,False,9,True,False,3,8,3,Green,Gaming,12827.560616386316
1120,Emine,62.0,Female,Marketing,Manager,30,,Master,1,Married,True,22,False,13,True,False,2,9,5,Black,Traveling,
1121,Ayşe,59.0,Male,Marketing,Manager,29,80734.0,Bachelor,1,Divorced,False,31,True,9,True,True,5,1,4,White,Music,8001.992248534279
1122,Mehmet,26.0,Female,Marketing,Manager,26,44360.0,High School,3,Single,False,33,True,6,True,False,3,4,9,Red,Reading,3208.313842025279
1123,Mehmet,50.0,Female,IT,Intern,35,,PhD,3,Single,False,59,False,6,True,False,2,8,6,White,Traveling,
1124,Hüseyin,53.0,Male,Finance,Team Lead,30,95056.0,PhD,1,Divorced,True,51,False,11,True,True,2,1,2,White,Sports,10827.789391834021
1125,Emine,53.0,Male,IT,Junior,5,61957.0,High School,3,Married,True,23,False,8,False,True,2,5,9,Black,Music,6499.603682552074
1126,Elif,35.0,Male,,Manager,17,,Bachelor,4,Single,True,48,False,11,True,False,5,4,2,Green,Traveling,
1127,Fatma,26.0,Male,Marketing,Intern,13,131122.0,Master,2,Single,True,50,True,5,True,False,3,2,0,Red,Sports,11509.945324628117
1128,Ayşe,46.0,Male,Finance,Intern,19,92502.0,Master,2,Single,True,51,False,9,False,True,6,8,3,Yellow,Music,8733.26075681079
1129,Emine,31.0,Female,Marketing,Junior,10,123443.0,Bachelor,3,Single,True,43,True,11,False,True,3,7,7,Black,Music,6241.614714589666
1130,Ayşe,42.0,Male,IT,Senior,36,79828.0,PhD,4,Single,True,30,False,11,True,True,5,5,7,Blue,Gaming,6278.1444554140335
1131,Ayşe,32.0,Male,IT,Team Lead,39,73102.0,Bachelor,3,Divorced,True,49,False,2,True,False,8,7,6,White,Music,8967.072982635227
1132,Ayşe,23.0,Male,IT,Team Lead,3,39605.0,Master,4,Single,True,38,False,11,True,False,8,8,6,White,Music,4820.116148729623
1133,Emine,59.0,Male,Marketing,Manager,5,101899.0,High School,2,Single,True,55,True,2,True,True,4,7,4,Green,Traveling,6893.251517887259
1134,Hüseyin,46.0,Male,Finance,Senior,22,121017.0,PhD,4,Divorced,False,25,True,14,True,False,7,7,1,Green,Traveling,17973.501040345735
1135,Mehmet,32.0,Male,Finance,Team Lead,7,68155.0,Bachelor,2,Married,False,21,False,3,False,False,1,8,0,Black,Music,6482.964892331767
1136,Mehmet,46.0,Female,HR,Manager,29,142109.0,Master,3,Single,False,58,True,5,False,True,2,7,2,Red,Reading,10793.189328641502
1137,Hüseyin,21.0,Male,Marketing,Senior,35,52133.0,PhD,4,Divorced,True,38,True,14,True,False,1,2,5,Black,Sports,6398.890353516451
1138,Ayşe,35.0,Female,HR,Intern,10,76145.0,Bachelor,3,Divorced,True,59,True,3,False,True,4,8,8,White,Reading,8403.164822621211
1139,Fatma,61.0,Female,Operations,Manager,4,52720.0,High School,1,Married,True,37,False,1,False,True,6,8,4,Blue,Gaming,5027.944012093144
1140,Ahmet,56.0,Male,HR,Senior,2,57967.0,PhD,1,Single,True,55,True,6,False,False,2,7,9,Black,Reading,7574.88902143863
1141,Emine,33.0,Male,HR,Junior,14,78674.0,High School,3,Single,False,39,False,1,True,True,2,9,6,Yellow,Music,8812.769191134448
1142,Ahmet,,Female,HR,Team Lead,1,107719.0,Master,2,Married,True,56,True,4,False,True,7,8,8,Blue,Gaming,15809.047045920235
1143,Elif,31.0,Female,IT,Manager,1,40414.0,PhD,4,Divorced,True,20,False,14,False,True,8,3,7,Black,Reading,5376.569294041281
1144,Hüseyin,20.0,Female,Operations,Intern,7,95647.0,High School,3,Divorced,False,42,True,4,True,False,2,3,2,White,Music,10026.671436626099
1145,Fatma,59.0,Male,HR,Manager,29,,Bachelor,2,Divorced,False,57,False,7,False,False,8,3,6,White,Music,
1146,Emine,55.0,Female,Finance,Team Lead,4,148561.0,High School,4,Married,True,39,True,10,False,True,4,8,1,Blue,Traveling,15177.901257827754
1147,Hüseyin,62.0,Male,HR,Team Lead,29,86659.0,Master,3,Married,True,23,True,14,False,True,6,8,5,Yellow,Traveling,8249.388237156028
1148,Ayşe,59.0,Male,IT,Senior,9,33151.0,Bachelor,3,Divorced,False,57,True,9,True,False,2,7,0,Blue,Gaming,3871.6827982909595
1149,Mehmet,35.0,Female,Sales,Intern,32,135949.0,High School,2,Single,False,24,True,4,True,False,9,6,3,Black,Sports,9910.101295357748
1150,Ahmet,37.0,Male,Operations,Senior,23,93598.0,PhD,4,Single,False,25,False,13,False,True,8,2,2,Green,Music,7344.302277491788
1151,Ali,42.0,Male,Sales,Intern,18,84758.0,High School,4,Divorced,False,45,False,11,False,False,4,4,8,Blue,Music,5999.081860482553
1152,Ali,55.0,Female,Sales,Manager,29,146632.0,PhD,2,Single,True,20,True,9,True,False,3,4,6,Red,Music,15959.506769711556
1153,Fatma,30.0,Female,Operations,Manager,24,81652.0,PhD,3,Divorced,True,34,True,5,True,False,1,3,1,Green,Gaming,11479.861121971157
1154,Ayşe,21.0,Male,,Senior,10,104140.0,High School,2,Divorced,True,35,False,13,True,True,5,2,4,Blue,Reading,15221.571199100255
1155,Elif,31.0,Female,Finance,Junior,34,140564.0,Master,2,Single,False,42,False,14,False,False,3,9,6,Green,Reading,9655.437277309116
1156,Ahmet,50.0,Male,IT,Team Lead,0,98187.0,PhD,3,Single,True,41,True,3,False,True,4,6,7,Yellow,Music,7112.586774870823
1157,Ayşe,45.0,Female,Operations,Senior,16,125167.0,Master,4,Married,True,24,True,3,True,True,2,9,3,Green,Sports,12251.591871332848
1158,Ahmet,54.0,Female,Sales,Senior,30,46308.0,PhD,1,Single,False,24,False,13,True,False,9,3,4,Red,Sports,5074.539700019828
1159,Fatma,25.0,Female,IT,Manager,5,54761.0,PhD,1,Single,True,25,True,2,True,False,4,8,5,Black,Traveling,5444.111017289932
1160,Fatma,,Female,IT,Team Lead,12,,High School,2,Single,False,21,True,14,False,False,4,5,9,Blue,Reading,
1161,Elif,51.0,Male,Marketing,Senior,25,33158.0,PhD,4,Single,False,29,True,1,False,True,5,1,7,White,Music,4012.539270456401
1162,Ali,61.0,Female,Sales,Manager,35,53775.0,Bachelor,3,Divorced,True,55,False,3,False,True,8,5,1,White,Sports,3654.353420393908
1163,Ayşe,22.0,Male,HR,Manager,4,66845.0,High School,4,Single,True,54,True,10,False,False,8,2,7,Green,Reading,3944.8443313089765
1164,Emine,22.0,Male,IT,Senior,13,128354.0,Bachelor,2,Divorced,True,42,False,8,False,True,5,3,2,Red,Traveling,9115.685012972477
1165,Ali,48.0,Female,Sales,Senior,14,45485.0,Bachelor,4,Divorced,False,35,False,8,False,True,4,6,7,Blue,Music,6338.639219210854
1166,Ayşe,62.0,Female,IT,Manager,11,145857.0,PhD,4,Married,False,56,True,11,False,True,7,1,9,White,Gaming,10258.612371564646
1167,Ali,26.0,Female,Marketing,Senior,7,94552.0,Master,3,Divorced,False,54,False,3,True,True,3,2,9,Blue,Music,9073.802935074513
1168,Emine,59.0,Female,Marketing,Team Lead,30,140946.0,High School,1,Single,True,59,False,8,False,True,1,1,4,Green,Music,10561.765629875463
1169,Mehmet,49.0,Female,HR,Manager,25,143002.0,Master,4,Married,False,35,False,4,False,True,3,5,4,Blue,Reading,20297.219906006132
1170,Mehmet,50.0,Male,Marketing,Manager,28,126791.0,High School,4,Married,False,24,True,10,False,False,7,2,6,White,Reading,16527.76215049542
1171,Elif,20.0,Female,Sales,Senior,3,95326.0,Bachelor,1,Married,False,30,True,11,False,False,6,2,5,Yellow,Reading,8366.116056380304
1172,Mehmet,47.0,Male,Operations,Senior,27,51787.0,PhD,4,Divorced,True,48,False,14,False,False,1,5,3,Black,Sports,6785.770180504116
1173,Mehmet,29.0,Male,Marketing,Senior,24,120147.0,PhD,4,Divorced,False,30,False,8,False,True,2,7,1,Blue,Traveling,17730.37186912815
1174,Hüseyin,46.0,Male,Operations,Team Lead,39,120388.0,PhD,4,Divorced,False,35,True,8,False,False,3,4,9,Yellow,Reading,13125.086663787793
1175,Ahmet,20.0,Male,HR,Manager,31,134119.0,Master,1,Married,False,44,True,8,False,True,5,4,2,White,Traveling,9638.179632349133
1176,Hüseyin,43.0,Female,Finance,Junior,35,78793.0,PhD,2,Divorced,True,22,True,8,True,True,9,1,0,Green,Reading,6688.707460583108
1177,Hüseyin,47.0,Female,IT,Team Lead,10,,PhD,1,Divorced,True,22,True,6,False,True,8,1,1,Green,Sports,
1178,Elif,26.0,Male,IT,Team Lead,36,69093.0,Master,1,Married,True,20,True,8,True,False,1,2,9,Blue,Traveling,7504.260302062421
1179,Hüseyin,43.0,Male,Sales,Manager,9,,Master,2,Married,False,31,True,0,False,False,8,4,0,Green,Sports,
1180,Mehmet,19.0,Female,HR,Junior,37,35931.0,PhD,3,Single,True,26,True,3,True,False,4,3,7,White,Gaming,3487.8420888537344
1181,Emine,20.0,Male,HR,Manager,35,57040.0,PhD,1,Married,True,51,True,5,False,True,5,8,0,White,Gaming,3100.8102457813848
1182,Elif,63.0,Female,HR,Team Lead,26,144329.0,Bachelor,4,Married,True,41,False,5,True,False,5,1,0,Yellow,Sports,8152.82103616437
1183,Elif,21.0,Male,IT,Senior,16,47272.0,PhD,3,Married,False,31,False,10,False,False,3,6,9,Yellow,Traveling,6657.8051035690205
1184,Fatma,42.0,Female,Marketing,Manager,6,95939.0,Master,3,Single,True,25,True,0,False,False,8,6,4,Red,Gaming,10834.604705873084
1185,Elif,30.0,Male,IT,Manager,8,,High School,2,Single,True,57,False,0,True,True,3,8,1,White,Music,
1186,Fatma,56.0,Male,IT,Senior,34,136280.0,PhD,3,Single,False,58,True,13,True,False,1,5,5,Yellow,Gaming,16154.884771308089
1187,Elif,61.0,Male,IT,Junior,8,89957.0,High School,4,Married,False,57,True,0,True,False,5,1,8,White,Traveling,12613.551046175717
1188,Ahmet,52.0,Female,Marketing,Junior,35,57064.0,PhD,3,Single,True,40,False,7,False,False,8,7,1,White,Traveling,2956.451970940952
1189,Mehmet,40.0,Female,Finance,Manager,29,33985.0,PhD,4,Married,False,47,False,0,True,False,6,3,9,Green,Traveling,3244.5894712966256
1190,Elif,26.0,Female,Sales,Senior,30,,Bachelor,2,Divorced,False,51,False,8,False,False,5,3,7,Red,Reading,
1191,Mehmet,19.0,Male,Finance,Manager,18,,PhD,3,Single,False,46,False,9,False,True,1,9,2,White,Music,
1192,Mehmet,58.0,Male,Finance,Senior,22,,Master,1,Divorced,False,34,True,1,True,False,3,2,2,Yellow,Reading,
1193,Ali,61.0,Male,IT,Team Lead,19,125277.0,PhD,2,Married,True,52,False,8,False,False,3,1,7,Red,Gaming,11281.522687577635
1194,Elif,48.0,Male,Finance,Senior,5,,High School,2,Divorced,False,51,True,8,True,True,9,4,2,Black,Gaming,
1195,Ayşe,61.0,Male,IT,Manager,23,36549.0,PhD,4,Single,True,53,True,12,True,False,8,9,2,Green,Reading,2642.591208756022
1196,Ali,64.0,Male,IT,Intern,21,118066.0,Master,2,Single,True,26,True,12,True,False,9,2,9,Blue,Traveling,11879.211444556764
1197,Ayşe,19.0,Female,Sales,Junior,5,100664.0,PhD,1,Married,False,32,False,10,True,False,2,9,1,Black,Gaming,11569.20736646083
1198,Mehmet,49.0,Female,HR,Manager,23,42801.0,High School,3,Single,True,58,False,1,True,True,9,3,1,Blue,Sports,2144.5619966237614
1199,Mehmet,35.0,Female,IT,Senior,21,143901.0,PhD,3,Divorced,False,25,False,3,False,True,8,8,9,White,Gaming,12776.025982685047
1200,Ali,30.0,Male,Finance,Senior,17,81739.0,Bachelor,3,Divorced,True,28,False,10,False,False,3,8,5,White,Music,9374.764866634081
1201,Ali,63.0,Female,Sales,Junior,15,128593.0,PhD,4,Single,False,23,False,14,False,False,8,1,4,Yellow,Gaming,14793.376244375948
1202,Ayşe,22.0,Male,Operations,Manager,35,81380.0,High School,1,Single,False,49,False,14,False,True,5,6,5,Yellow,Traveling,9047.839553169433
1203,Fatma,59.0,Male,Operations,Intern,12,,High School,4,Married,True,47,False,10,False,True,9,8,6,Green,Sports,
1204,Ayşe,61.0,Female,Operations,Team Lead,36,40505.0,High School,3,Divorced,False,40,True,8,False,True,2,3,3,Black,Reading,5405.673569213153
1205,Ali,27.0,Male,Finance,Intern,23,107906.0,Bachelor,3,Single,False,31,True,8,False,False,1,9,6,Blue,Traveling,13500.532280199957
1206,Emine,60.0,Male,HR,Team Lead,18,89228.0,PhD,1,Divorced,True,32,True,7,False,False,2,4,6,Black,Music,6602.253141435774
1207,Ali,42.0,Male,Marketing,Team Lead,19,107564.0,High School,4,Married,False,32,False,11,True,True,2,1,2,Black,Sports,10286.078329706634
1208,Emine,51.0,Male,HR,Manager,26,110129.0,Bachelor,1,Divorced,False,46,True,4,False,False,6,5,1,Yellow,Gaming,15854.729133761954
1209,Ahmet,54.0,Male,Sales,Team Lead,16,121695.0,Bachelor,3,Married,False,47,True,0,False,False,9,2,2,Green,Reading,13509.09352728272
1210,Ali,47.0,Female,HR,Senior,15,138165.0,High School,1,Divorced,True,37,True,1,True,True,9,9,4,Green,Music,17192.63471968716
1211,Ahmet,24.0,Female,Operations,Team Lead,0,93275.0,Master,1,Married,True,56,True,11,False,False,6,6,4,White,Sports,11463.796111162623
1212,Fatma,23.0,Male,HR,Team Lead,20,59621.0,PhD,4,Single,False,35,False,13,True,False,3,7,1,White,Sports,6305.905185915114
1213,Ayşe,20.0,Male,Sales,Junior,26,105974.0,High School,4,Single,False,40,True,3,False,True,4,7,6,Black,Traveling,10799.980973024321
1214,Emine,,Female,Sales,Junior,0,84563.0,PhD,1,Married,False,29,False,8,True,False,5,6,1,White,Traveling,12097.288199630493
1215,Ayşe,20.0,Female,Operations,Manager,29,63415.0,Bachelor,2,Divorced,True,33,False,3,True,False,2,6,9,Green,Traveling,6338.226393478799
1216,Ahmet,43.0,Female,Finance,Manager,19,49538.0,PhD,2,Divorced,True,47,True,4,False,False,9,1,9,White,Sports,3132.7597169338687
1217,Emine,41.0,Male,IT,Senior,23,128569.0,Master,4,Divorced,False,48,True,0,True,True,1,8,7,Black,Gaming,14451.469973283878
1218,Ayşe,23.0,Female,Marketing,Junior,1,99024.0,PhD,3,Single,True,30,False,12,True,False,1,3,7,Yellow,Sports,8460.2317918976
1219,Ali,60.0,Female,Marketing,Intern,14,45332.0,High School,3,Single,True,49,True,4,False,True,5,3,8,White,Sports,2474.7463723837527
1220,Mehmet,59.0,Male,Operations,Manager,28,106645.0,High School,4,Divorced,True,59,True,13,True,False,4,1,0,Blue,Reading,9019.010154495747
1221,Ahmet,29.0,Male,Marketing,Manager,34,49162.0,High School,4,Single,False,46,False,1,False,False,6,3,3,Green,Gaming,7209.075669878051
1222,Ayşe,53.0,Female,HR,Junior,12,116876.0,PhD,1,Single,True,22,False,8,False,True,9,4,2,Blue,Gaming,14221.664732520827
1223,Ahmet,19.0,Male,Sales,Junior,18,54594.0,High School,3,Single,True,20,False,9,True,True,1,5,1,Blue,Music,5194.323609444875
1224,Hüseyin,28.0,Female,Sales,Senior,0,41793.0,PhD,2,Married,False,51,True,9,False,True,1,2,1,Yellow,Sports,5820.315936507802
1225,Ahmet,56.0,Female,Operations,Junior,15,50850.0,PhD,4,Married,False,58,True,11,True,False,7,6,4,Red,Traveling,4649.6291394699665
1226,Emine,,Male,Sales,Team Lead,2,95202.0,High School,4,Single,False,40,False,10,True,True,3,1,6,Red,Gaming,11589.226701945166
1227,Hüseyin,43.0,Male,IT,Intern,39,90438.0,Master,3,Single,False,21,True,8,True,True,3,1,6,Green,Sports,13018.780329220204
1228,Elif,35.0,Female,Sales,Team Lead,5,53936.0,High School,3,Single,False,29,False,4,False,True,9,4,0,Yellow,Music,2891.356637744572
1229,Emine,38.0,Male,Sales,Team Lead,30,142442.0,Bachelor,2,Divorced,True,50,False,7,False,True,5,9,7,White,Traveling,19546.66035520187
1230,Mehmet,53.0,Male,HR,Team Lead,4,33827.0,Bachelor,4,Married,True,37,False,13,False,False,7,3,5,Black,Gaming,2675.589445159566
1231,Hüseyin,57.0,Male,Finance,Manager,25,124826.0,Master,2,Divorced,True,26,True,11,True,False,6,4,9,Yellow,Music,12610.990582264045
1232,Elif,63.0,Male,Marketing,Team Lead,27,63410.0,Bachelor,1,Single,False,24,True,9,True,True,1,6,7,Red,Sports,7047.532405568117
1233,Ali,61.0,Male,HR,Manager,14,88889.0,Master,1,Single,True,48,True,5,True,True,4,5,3,Black,Traveling,8039.5687236510585
1234,Ahmet,39.0,Male,HR,Junior,8,76790.0,PhD,4,Divorced,False,23,False,9,True,True,8,7,5,Red,Gaming,7318.558520982248
1235,Ayşe,47.0,Male,HR,Intern,21,96352.0,Bachelor,1,Single,False,22,False,7,False,True,7,4,0,White,Traveling,7553.524773790695
1236,Fatma,60.0,Female,Marketing,Intern,36,90215.0,Master,3,Married,True,32,False,8,False,True,5,5,3,Yellow,Gaming,11618.881489778907
1237,Ahmet,47.0,Male,,Team Lead,20,89481.0,High School,3,Married,False,22,False,3,True,True,5,7,5,White,Gaming,6277.119308390686
1238,Elif,25.0,Female,HR,Intern,28,130495.0,Bachelor,3,Single,True,27,True,13,True,False,9,6,9,Black,Reading,13801.028223480136
1239,Ahmet,51.0,Male,Finance,Manager,25,52310.0,Bachelor,2,Married,True,23,True,13,False,False,9,2,6,Green,Gaming,4875.766200830059
1240,Mehmet,64.0,Female,Operations,Junior,5,,Master,3,Single,True,54,False,12,False,True,6,7,9,Yellow,Gaming,
1241,Ali,26.0,Male,Sales,Team Lead,10,88207.0,PhD,2,Single,True,31,True,9,True,True,9,5,4,Yellow,Reading,9253.635569480743
1242,Fatma,37.0,Female,Finance,Senior,35,91643.0,Master,4,Single,True,43,False,3,False,False,7,6,2,Red,Gaming,7951.0030095484135
1243,Hüseyin,57.0,Male,Operations,Intern,19,74587.0,Master,4,Married,True,57,True,6,False,True,6,4,8,White,Reading,8094.5471833849915
1244,Hüseyin,42.0,Female,Sales,Intern,19,107319.0,Bachelor,3,Divorced,True,38,True,4,False,False,2,2,9,Red,Music,8765.587036979734
1245,Hüseyin,36.0,Male,Sales,Team Lead,26,103095.0,Master,3,Married,True,55,True,3,False,True,3,1,7,White,Gaming,8668.739628408015
1246,Elif,22.0,Male,HR,Intern,5,148060.0,High School,4,Married,True,54,False,1,True,True,9,1,9,Blue,Traveling,14941.38061020755
1247,Emine,28.0,Female,HR,Intern,32,72890.0,Master,2,Divorced,True,37,True,1,True,True,1,9,0,White,Gaming,6749.046502787046
1248,Emine,32.0,Female,Marketing,Senior,29,125736.0,High School,2,Married,False,59,True,12,False,True,7,9,1,Blue,Reading,16497.59604315652
1249,Ayşe,25.0,Male,IT,Manager,33,37008.0,High School,2,Single,False,53,True,3,False,False,1,9,1,White,Music,4416.105590341222
1250,Fatma,36.0,Female,Finance,Team Lead,4,89544.0,Master,1,Married,True,44,False,9,True,True,7,8,8,Yellow,Music,5218.023365040209
1251,Hüseyin,40.0,Female,Marketing,Team Lead,15,137024.0,PhD,1,Single,False,26,True,7,False,False,8,9,5,Yellow,Sports,7236.999248115536
1252,Emine,44.0,Male,Marketing,Senior,11,66830.0,High School,3,Single,True,30,False,7,True,False,3,1,8,Blue,Music,6518.437114945028
1253,Elif,57.0,Female,Finance,Senior,11,140930.0,High School,3,Married,True,57,False,6,False,True,2,2,7,Black,Traveling,12521.398736754141
1254,Ayşe,,Male,Operations,Manager,10,53276.0,High School,4,Divorced,True,38,False,3,False,True,5,4,5,Blue,Reading,3545.0236411772894
1255,Ali,,Female,Finance,Junior,20,140079.0,PhD,3,Married,False,54,False,6,False,True,3,8,5,Black,Reading,9780.59961464845
1256,Ayşe,44.0,Male,Sales,Team Lead,6,,Master,4,Married,False,39,False,8,True,True,7,8,5,Green,Music,
1257,Emine,36.0,Female,IT,Intern,33,103038.0,PhD,1,Married,False,46,False,14,False,False,2,4,4,Red,Music,5218.074265148417
1258,Mehmet,59.0,Male,Operations,Manager,28,92519.0,Master,3,Single,True,50,False,7,True,True,7,8,0,Blue,Traveling,10398.181782522854
1259,Elif,46.0,Male,HR,Team Lead,5,83044.0,High School,2,Single,True,44,False,4,True,True,2,2,5,Green,Music,5605.838472044677
1260,Mehmet,56.0,Female,IT,Manager,35,,Bachelor,4,Divorced,False,21,True,2,True,False,7,1,0,Red,Traveling,
